point_name,point_type,connection_level,irish_grid_easting_m,irish_grid_northing_m,latitude,longitude,max_export_capacity_mw,capacity_basis,time_series_actual_mw_public,semo_dispatch_join_candidate,coordinate_quality,source_date,source_url,jurisdiction,bus,associated_110kv_station,station_nc,wdt_groups,wdt_group_labels,group_source_url,notes
Davidstown,Solar farm,Associated 110 kV station per EirGrid controllability list,,,52.3403641,-6.5394499,5.5,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,5501,Wexford,WEXFORD,"(30, 40)",IE-SE-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Lurrig,Solar farm,Associated 110 kV station per EirGrid controllability list,,,51.9376618,-8.1872013,3.99,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,3801,Midleton,MIDLETON,"(9, 31, 40)",IE-W-2|IE-SE-2|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Gallanstown,Solar farm,Associated 110 kV station per EirGrid controllability list,,,53.4506960,-6.3653809,137.6,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,2791,Gallanstown,GALLANSTOWN,"(35, 40)",IE-NE-2|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Ballycullane,Solar farm,Associated 110 kV station per EirGrid controllability list,,,52.2815845,-6.9917200,6,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,2741,Great Island,GREAT ISLAND,"(30, 40)",IE-SE-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Knockglass,Solar farm,Associated 110 kV station per EirGrid controllability list,,,51.8957884,-8.8921962,4,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,3881,Macroom,MACROOM,"(9, 17, 23, 31, 40)",IE-W-2|IE-SW-1|IE-SW-5|IE-SE-2|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Curraghmartin,Solar farm,Associated 110 kV station per EirGrid controllability list,,,52.2633036,-7.1249367,4.75,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,5441,Waterford,WATERFORD,"(30, 40)",IE-SE-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Blusheens 1,Solar farm,Associated 110 kV station per EirGrid controllability list,,,52.3403641,-6.5394499,9.75,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,5501,Wexford,WEXFORD,"(30, 40)",IE-SE-1|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Hortland,Solar farm,Associated 110 kV station per EirGrid controllability list,,,53.3880882,-6.8293304,14,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,2301,Dunfirth,DUNFIRTH,"(40,)",IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Ardderoo,Wind farm,Associated 110 kV station per EirGrid controllability list,,,53.3580797,-9.2937884,101.2,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,20900,Buffy,BUFFY,"(8, 9, 10, 40)",IE-W-1|IE-W-2|IE-W-3|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Hilltown,Solar farm,Associated 110 kV station per EirGrid controllability list,,,53.5454415,-6.4401389,10,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1271,Baltrasna,BALTRASNA,"(40,)",IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Gorey,Solar farm,Associated 110 kV station per EirGrid controllability list,,,52.6502648,-6.2725523,4,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1541,Banoge,BANOGE,"(30, 33, 40)",IE-SE-1|IE-SE-4|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Blundelstown,Solar farm,Associated 110 kV station per EirGrid controllability list,,,53.4444320,-6.5335903,70.1,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1331,Blundelstown,BLUNDELSTOWN,"(40,)",IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Lenalea,Wind farm,Associated 110 kV station per EirGrid controllability list,,,54.9028813,-7.8642829,30.1,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,3591,Lenalea,LENALEA,"(1, 3, 4, 5, 6, 9, 40)",IE-NW-1|IE-NW-3|IE-NW-4|IE-NW-5|IE-NW-6|IE-W-2|IE-ALL,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Clogheravaddy 3,Wind farm,Associated 110 kV station per EirGrid controllability list,,,54.7189369,-8.2634291,3.6,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1341,Binbane,BINBANE,"(1, 3, 4, 5, 6, 9)",IE-NW-1|IE-NW-3|IE-NW-4|IE-NW-5|IE-NW-6|IE-W-2,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Sheskin 1,Wind farm,Associated 110 kV station per EirGrid controllability list,,,54.1205007,-9.5787377,18,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1401,Bellacorick,BELLACORICK,(),,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Macallian,Solar farm,Associated 110 kV station per EirGrid controllability list,,,52.5323772,-6.5144397,9,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,1841,Crane,CRANE,"(30, 33)",IE-SE-1|IE-SE-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Drumlins,Wind farm,Associated 110 kV station per EirGrid controllability list,,,54.1217547,-7.1045616,48.8,Published installed capacity MW; not asserted to equal MEC,Not provided by the January 2024 controllability list,Yes; market-unit mapping may be required,SV2024 electrical station coordinate; not plant centroid,2024-01,https://cms.eirgrid.ie/sites/default/files/publications/Controllability-Status-Update-2024-01-January.pdf,IE,3491,Lislea,LISLEA,(),,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,Plant/capacity/station from official controllability update; bus and coordinates attached from SV2024 all-island network.
Owenreagh Wind Farm,Wind farm,Distribution - 33 kV,242349,396275,54.812527,-7.342073,5.5,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,89510,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Lendrum's Bridge Wind Farm,Wind farm,Distribution - 33 kV,242698,354636,54.438477,-7.342706,13.2,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,76810,,,"(41,)",NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Altahullion Wind Farm,Wind farm,Distribution - 33 kV,261949,413181,54.962331,-7.033634,26.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,83510,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Snugborough Wind Farm,Wind farm,Distribution - 33 kV,225560,321600,54.142851,-7.609639,13.5,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,70010,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Tappaghan Wind Farm,Wind farm,Distribution - 33 kV,229093,368191,54.5612,-7.551037,28.5,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,77210,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Callagheen Wind Farm,Wind farm,Distribution - 33 kV,199109,354913,54.442754,-8.01448,16.9,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,79010,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Bin Mountain Wind Farm,Wind farm,Distribution - 33 kV,223817,374313,54.616469,-7.632094,9.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,77210,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Lough Hill Wind Farm,Wind farm,Distribution - 33 kV,225276,375585,54.627825,-7.609402,7.8,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,77210,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Altahullion 2 Wind Farm,Wind farm,Distribution - 33 kV,261894,412785,54.958781,-7.034578,11.7,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,83510,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Slieve Rushen 2 Wind Farm,Wind farm,Distribution - 33 kV,225059,323785,54.162505,-7.617123,54.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,70010,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Wolf Bog Wind Farm,Wind farm,Distribution - 33 kV,323109,396692,54.802964,-6.086314,10.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,80511,,,"(41,)",NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Bessy Bell 2 Wind Farm,Wind farm,Distribution - 33 kV,239622,381549,54.680476,-7.386488,9.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,85510,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Owenreagh 2 Wind Farm,Wind farm,Distribution - 33 kV,242727,395952,54.809594,-7.336241,5.1,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,89510,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Slieve Divena 1 Wind Farm,Wind farm,Distribution - 33 kV,258465,362646,54.508857,-7.09816,30.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,80710,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Garves Wind Farm,Wind farm,Distribution - 33 kV,299275,418126,55.000707,-6.449401,15.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,87900,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Gruig Wind Farm,Wind farm,Distribution - 33 kV,311607,421152,55.025267,-6.255606,25.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,87900,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Hunters Hill Wind Farm,Wind farm,Distribution - 33 kV,243368,354658,54.438618,-7.332378,20.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,76810,,,"(41,)",NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Crockagarran Wind Farm,Wind farm,Distribution - 33 kV,263414,367749,54.554098,-7.020671,18.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,90210,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Curryfree Wind Farm,Wind farm,Distribution - 33 kV,244222,409385,54.930121,-7.310936,15.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,81810,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Screggagh Wind Farm,Wind farm,Distribution - 33 kV,242915,356301,54.453415,-7.339121,20.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,76810,,,"(41,)",NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Slieve Kirk Wind Farm,Wind farm,Transmission - 110 kV,247117,408040,54.917775,-7.266002,73.6,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,81810,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Church Hill Wind Farm,Wind farm,Distribution - 33 kV,218230,378549,54.654753,-7.718309,18.4,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,77210,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Crighshane Wind Farm,Wind farm,Distribution - 33 kV,213120,377157,54.642407,-7.79754,32.2,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,77210,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Carrickatane Wind Farm,Wind farm,Distribution - 33 kV,242952,407525,54.913525,-7.331023,20.7,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,81810,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Carn Hill Wind Farm,Wind farm,Distribution - 33 kV,334181,388065,54.722684,-5.918238,13.8,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,74011,,,"(41,)",NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Dunmore Wind Farm,Wind farm,Distribution - 33 kV,275350,428430,55.097433,-6.820452,21.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,75010,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Dunbeg Wind Farm,Wind farm,Distribution - 33 kV,275482,427244,55.086762,-6.818699,42.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,75010,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
